"BehaviorSpace results (NetLogo 6.2.0)"
"firefightersRTM.nlogo"
"experiment"
"09/07/2022 19:11:50:871 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","29","0","29"
"[run number]","nb-firefighters","propforest","communication?","nb-groups","[step]","count patches with [state = ""burned""]"
"1275","12","30","true","1","123","15"
"1281","12","30","true","1","13","6"
"1282","12","30","true","1","4","2"
"1280","12","30","true","1","35","4"
"1283","12","30","true","1","16","3"
"1285","12","30","true","1","4","1"
"1286","12","30","true","1","26","5"
"1276","12","30","true","1","180","1"
"1271","12","30","true","1","212","1"
"1272","12","30","true","1","233","1"
"1289","12","30","true","1","12","9"
"1292","12","30","true","1","3","2"
"1291","12","30","true","1","13","7"
"1288","12","30","true","1","67","1"
"1264","12","30","true","1","377","3"
"1290","12","30","true","1","79","1"
"1295","12","30","true","1","10","3"
"1296","12","30","true","1","5","3"
"1298","12","30","true","1","6","1"
"1299","12","30","true","1","43","5"
"1301","12","30","true","2","6","2"
"1294","12","30","true","1","123","3"
"1302","12","30","true","2","2","1"
"1304","12","30","true","2","8","2"
"1287","12","30","true","1","157","1"
"1306","12","30","true","2","9","5"
"1305","12","30","true","2","24","2"
"1273","12","30","true","1","372","1"
"1308","12","30","true","2","19","6"
"1284","12","30","true","1","243","4"
"1303","12","30","true","2","66","8"
"1307","12","30","true","2","55","3"
"1309","12","30","true","2","47","2"
"1312","12","30","true","2","21","4"
"1300","12","30","true","1","135","3"
"1311","12","30","true","2","29","3"
"1314","12","30","true","2","13","6"
"1313","12","30","true","2","36","2"
"1293","12","30","true","1","258","2"
"1310","12","30","true","2","91","1"
"1317","12","30","true","2","80","9"
"1315","12","30","true","2","91","1"
"1320","12","30","true","2","65","7"
"1323","12","30","true","2","9","1"
"1319","12","30","true","2","65","10"
"1325","12","30","true","2","2","1"
"1326","12","30","true","2","27","11"
"1316","12","30","true","2","154","3"
"1322","12","30","true","2","66","1"
"1328","12","30","true","2","33","10"
"1330","12","30","true","2","15","2"
"1329","12","30","true","2","28","1"
"1324","12","30","true","2","87","1"
"1332","12","30","true","2","11","2"
"1333","12","30","true","2","18","13"
"1335","12","30","true","2","16","4"
"1321","12","30","true","2","151","2"
"1336","12","30","true","2","21","5"
"1331","12","30","true","2","52","1"
"1327","12","30","true","2","125","3"
"1334","12","30","true","2","57","1"
"1341","12","30","true","2","14","1"
"1338","12","30","true","2","33","7"
"1340","12","30","true","2","22","4"
"1297","12","30","true","1","383","1"
"1344","12","30","true","2","17","1"
"1345","12","30","true","2","24","4"
"1318","12","30","true","2","261","14"
"1339","12","30","true","2","66","1"
"1348","12","30","true","2","18","2"
"1347","12","30","true","2","31","1"
"1342","12","30","true","2","76","3"
"1337","12","30","true","2","131","1"
"1353","12","30","true","2","29","12"
"1351","12","30","true","2","56","4"
"1346","12","30","true","2","115","2"
"1349","12","30","true","2","92","10"
"1354","12","30","true","2","32","18"
"1357","12","30","true","2","46","3"
"1355","12","30","true","2","68","2"
"1356","12","30","true","2","66","1"
"1362","12","30","true","2","3","2"
"1343","12","30","true","2","227","2"
"1350","12","30","true","2","171","17"
"1363","12","30","true","2","49","11"
"1364","12","30","true","2","63","6"
"1366","12","30","true","2","42","4"
"1359","12","30","true","2","149","4"
"1369","12","30","true","2","23","5"
"1352","12","30","true","2","248","5"
"1358","12","30","true","2","165","4"
"1371","12","30","true","2","23","5"
"1368","12","30","true","2","54","3"
"1373","12","30","true","2","25","5"
"1374","12","30","true","2","25","16"
"1375","12","30","true","2","25","11"
"1361","12","30","true","2","244","4"
"1378","12","30","true","2","39","8"
"1365","12","30","true","2","224","1"
"1380","12","30","true","2","11","5"
"1381","12","30","true","2","12","7"
"1379","12","30","true","2","58","1"
"1370","12","30","true","2","241","5"
"1382","12","30","true","2","50","4"
"1360","12","30","true","2","333","1"
"1384","12","30","true","2","44","2"
"1386","12","30","true","2","23","11"
"1385","12","30","true","2","76","1"
"1367","12","30","true","2","348","5"
"1390","12","30","true","2","4","2"
"1391","12","30","true","2","4","2"
"1376","12","30","true","2","230","1"
"1393","12","30","true","2","15","7"
"1392","12","30","true","2","26","12"
"1395","12","30","true","2","3","2"
"1396","12","30","true","2","5","2"
"1397","12","30","true","2","10","6"
"1387","12","30","true","2","137","15"
"1388","12","30","true","2","117","3"
"1398","12","30","true","2","42","3"
"1394","12","30","true","2","82","9"
"1400","12","30","true","2","54","1"
"1402","12","30","true","3","27","4"
"1404","12","30","true","3","54","1"
"1401","12","30","true","3","92","2"
"1383","12","30","true","2","369","1"
"1372","12","30","true","2","622","1"
"1406","12","30","true","3","102","3"
"1408","12","30","true","3","58","7"
"1409","12","30","true","3","31","12"
"1407","12","30","true","3","133","4"
"1389","12","30","true","2","392","2"
"1405","12","30","true","3","144","3"
"1399","12","30","true","2","322","6"
"1413","12","30","true","3","47","5"
"1403","12","30","true","3","177","4"
"1416","12","30","true","3","7","1"
"1418","12","30","true","3","9","10"
"1411","12","30","true","3","101","1"
"1415","12","30","true","3","34","2"
"1377","12","30","true","2","766","1"
"1420","12","30","true","3","42","1"
"1414","12","30","true","3","114","3"
"1421","12","30","true","3","67","1"
"1423","12","30","true","3","30","1"
"1417","12","30","true","3","102","3"
"1426","12","30","true","3","5","1"
"1422","12","30","true","3","52","3"
"1425","12","30","true","3","18","7"
"1427","12","30","true","3","17","2"
"1429","12","30","true","3","10","2"
"1430","12","30","true","3","19","4"
"1424","12","30","true","3","50","3"
"1431","12","30","true","3","40","9"
"1428","12","30","true","3","62","4"
"1435","12","30","true","3","13","8"
"1432","12","30","true","3","57","2"
"1434","12","30","true","3","60","1"
"1436","12","30","true","3","38","1"
"1437","12","30","true","3","33","5"
"1440","12","30","true","3","12","2"
"1441","12","30","true","3","9","1"
"1443","12","30","true","3","8","3"
"1438","12","30","true","3","50","10"
"1410","12","30","true","3","421","32"
"1442","12","30","true","3","91","4"
"1447","12","30","true","3","15","8"
"1444","12","30","true","3","61","6"
"1439","12","30","true","3","116","15"
"1449","12","30","true","3","1","1"
"1448","12","30","true","3","14","6"
"1446","12","30","true","3","45","3"
"1452","12","30","true","3","15","1"
"1451","12","30","true","3","28","2"
"1433","12","30","true","3","222","6"
"1454","12","30","true","3","24","10"
"1453","12","30","true","3","43","3"
"1419","12","30","true","3","398","2"
"1459","12","30","true","3","2","1"
"1460","12","30","true","3","25","11"
"1461","12","30","true","3","14","11"
"1458","12","30","true","3","58","5"
"1455","12","30","true","3","108","7"
"1412","12","30","true","3","609","1"
"1462","12","30","true","3","49","1"
"1465","12","30","true","3","33","2"
"1467","12","30","true","3","25","6"
"1456","12","30","true","3","170","1"
"1450","12","30","true","3","240","5"
"1469","12","30","true","3","15","10"
"1470","12","30","true","3","29","7"
"1466","12","30","true","3","78","18"
"1472","12","30","true","3","2","1"
"1473","12","30","true","3","22","2"
"1468","12","30","true","3","85","4"
"1445","12","30","true","3","392","1"
"1474","12","30","true","3","79","20"
"1477","12","30","true","3","35","1"
"1476","12","30","true","3","50","3"
"1463","12","30","true","3","210","1"
"1479","12","30","true","3","4","1"
"1457","12","30","true","3","316","1"
"1482","12","30","true","3","15","10"
"1478","12","30","true","3","30","1"
"1483","12","30","true","3","19","15"
"1481","12","30","true","3","30","8"
"1471","12","30","true","3","142","10"
"1464","12","30","true","3","238","15"
"1486","12","30","true","3","19","3"
"1489","12","30","true","3","13","1"
"1480","12","30","true","3","65","4"
"1484","12","30","true","3","41","28"
"1491","12","30","true","3","17","9"
"1475","12","30","true","3","164","2"
"1495","12","30","true","3","7","3"
"1485","12","30","true","3","106","1"
"1496","12","30","true","3","22","5"
"1498","12","30","true","3","19","2"
"1497","12","30","true","3","31","3"
"1488","12","30","true","3","118","6"
"1493","12","30","true","3","101","3"
"1494","12","30","true","3","101","15"
"1501","12","30","true","4","12","4"
"1503","12","30","true","4","20","1"
"1499","12","30","true","3","53","7"
"1487","12","30","true","3","211","3"
"1492","12","30","true","3","179","5"
"1504","12","30","true","4","57","1"
"1507","12","30","true","4","11","2"
"1509","12","30","true","4","8","4"
"1500","12","30","true","3","107","1"
"1511","12","30","true","4","8","5"
"1512","12","30","true","4","17","5"
"1502","12","30","true","4","102","12"
"1508","12","30","true","4","57","1"
"1506","12","30","true","4","98","3"
"1514","12","30","true","4","73","1"
"1513","12","30","true","4","93","1"
"1518","12","30","true","4","18","4"
"1490","12","30","true","3","394","5"
"1505","12","30","true","4","244","1"
"1516","12","30","true","4","165","9"
"1510","12","30","true","4","210","1"
"1519","12","30","true","4","97","3"
"1520","12","30","true","4","91","12"
"1522","12","30","true","4","33","6"
"1523","12","30","true","4","34","3"
"1515","12","30","true","4","202","5"
"1525","12","30","true","4","33","6"
"1528","12","30","true","4","26","1"
"1529","12","30","true","4","25","20"
"1532","12","30","true","4","37","1"
"1533","12","30","true","4","7","4"
"1527","12","30","true","4","109","1"
"1521","12","30","true","4","156","1"
"1531","12","30","true","4","66","1"
"1526","12","30","true","4","144","2"
"1535","12","30","true","4","32","4"
"1539","12","30","true","4","11","3"
"1534","12","30","true","4","73","1"
"1540","12","30","true","4","93","1"
"1530","12","30","true","4","260","5"
"1538","12","30","true","4","180","2"
"1544","12","30","true","4","3","1"
"1524","12","30","true","4","292","4"
"1537","12","30","true","4","220","11"
"1546","12","30","true","4","11","1"
"1541","12","30","true","4","180","1"
"1547","12","30","true","4","35","3"
"1550","12","30","true","4","5","2"
"1551","12","30","true","4","21","1"
"1536","12","30","true","4","290","3"
"1545","12","30","true","4","83","4"
"1543","12","30","true","4","165","18"
"1555","12","30","true","4","18","5"
"1553","12","30","true","4","86","4"
"1542","12","30","true","4","179","1"
"1554","12","30","true","4","66","2"
"1558","12","30","true","4","30","3"
"1556","12","30","true","4","85","3"
"1557","12","30","true","4","96","1"
"1561","12","30","true","4","19","8"
"1562","12","30","true","4","10","1"
"1552","12","30","true","4","197","13"
"1563","12","30","true","4","27","6"
"1566","12","30","true","4","18","2"
"1564","12","30","true","4","43","12"
"1567","12","30","true","4","10","2"
"1560","12","30","true","4","97","6"
"1570","12","30","true","4","13","3"
"1517","12","30","true","4","824","1"
"1559","12","30","true","4","237","2"
"1565","12","30","true","4","167","4"
"1569","12","30","true","4","104","7"
"1574","12","30","true","4","10","1"
"1572","12","30","true","4","48","7"
"1577","12","30","true","4","15","6"
"1578","12","30","true","4","3","1"
"1568","12","30","true","4","164","9"
"1579","12","30","true","4","13","2"
"1573","12","30","true","4","79","4"
"1575","12","30","true","4","69","1"
"1580","12","30","true","4","48","1"
"1584","12","30","true","4","4","1"
"1582","12","30","true","4","36","3"
"1585","12","30","true","4","13","6"
"1549","12","30","true","4","522","4"
"1581","12","30","true","4","130","4"
"1588","12","30","true","4","56","1"
"1586","12","30","true","4","126","5"
"1587","12","30","true","4","166","8"
"1592","12","30","true","4","8","2"
"1548","12","30","true","4","741","4"
"1593","12","30","true","4","27","4"
"1590","12","30","true","4","127","2"
"1591","12","30","true","4","111","10"
"1596","12","30","true","4","49","1"
"1589","12","30","true","4","194","9"
"1594","12","30","true","4","81","1"
"1598","12","30","true","4","12","1"
"1600","12","30","true","4","48","9"
"1601","12","30","true","6","50","1"
"1576","12","30","true","4","445","12"
"1571","12","30","true","4","461","2"
"1605","12","30","true","6","89","6"
"1606","12","30","true","6","37","1"
"1602","12","30","true","6","189","6"
"1583","12","30","true","4","544","1"
"1608","12","30","true","6","11","5"
"1609","12","30","true","6","15","5"
"1610","12","30","true","6","47","1"
"1611","12","30","true","6","58","3"
"1595","12","30","true","4","396","3"
"1612","12","30","true","6","24","9"
"1607","12","30","true","6","91","1"
"1613","12","30","true","6","10","4"
"1617","12","30","true","6","6","2"
"1616","12","30","true","6","13","5"
"1619","12","30","true","6","6","1"
"1615","12","30","true","6","28","8"
"1620","12","30","true","6","4","3"
"1614","12","30","true","6","46","2"
"1623","12","30","true","6","7","3"
"1604","12","30","true","6","330","1"
"1618","12","30","true","6","65","1"
"1597","12","30","true","4","421","1"
"1624","12","30","true","6","51","4"
"1599","12","30","true","4","427","2"
"1625","12","30","true","6","63","1"
"1626","12","30","true","6","83","4"
"1629","12","30","true","6","50","4"
"1627","12","30","true","6","117","1"
"1632","12","30","true","6","22","7"
"1634","12","30","true","6","15","3"
"1622","12","30","true","6","201","6"
"1621","12","30","true","6","211","1"
"1633","12","30","true","6","34","7"
"1636","12","30","true","6","2","1"
"1630","12","30","true","6","112","1"
"1638","12","30","true","6","22","5"
"1635","12","30","true","6","35","1"
"1639","12","30","true","6","25","3"
"1642","12","30","true","6","5","3"
"1640","12","30","true","6","27","3"
"1631","12","30","true","6","105","5"
"1644","12","30","true","6","31","6"
"1647","12","30","true","6","2","1"
"1645","12","30","true","6","93","14"
"1641","12","30","true","6","107","4"
"1649","12","30","true","6","12","3"
"1651","12","30","true","6","2","1"
"1650","12","30","true","6","22","1"
"1652","12","30","true","6","13","1"
"1653","12","30","true","6","6","2"
"1655","12","30","true","6","26","3"
"1646","12","30","true","6","192","7"
"1657","12","30","true","6","8","1"
"1654","12","30","true","6","105","8"
"1656","12","30","true","6","127","13"
"1659","12","30","true","6","55","1"
"1661","12","30","true","6","25","1"
"1662","12","30","true","6","9","4"
"1643","12","30","true","6","351","2"
"1664","12","30","true","6","4","2"
"1663","12","30","true","6","58","2"
"1665","12","30","true","6","9","1"
"1666","12","30","true","6","24","2"
"1660","12","30","true","6","155","11"
"1669","12","30","true","6","19","6"
"1667","12","30","true","6","95","1"
"1668","12","30","true","6","71","1"
"1628","12","30","true","6","655","3"
"1673","12","30","true","6","7","5"
"1674","12","30","true","6","15","6"
"1670","12","30","true","6","72","7"
"1603","12","30","true","6","1103","1"
"1677","12","30","true","6","22","4"
"1675","12","30","true","6","65","5"
"1679","12","30","true","6","9","3"
"1676","12","30","true","6","54","7"
"1671","12","30","true","6","149","2"
"1637","12","30","true","6","671","1"
"1658","12","30","true","6","474","2"
"1684","12","30","true","6","13","4"
"1685","12","30","true","6","7","1"
"1682","12","30","true","6","97","1"
"1680","12","30","true","6","136","9"
"1687","12","30","true","6","8","2"
"1688","12","30","true","6","17","4"
"1689","12","30","true","6","18","7"
"1683","12","30","true","6","111","3"
"1691","12","30","true","6","37","1"
"1690","12","30","true","6","89","1"
"1693","12","30","true","6","60","4"
"1681","12","30","true","6","259","25"
"1696","12","30","true","6","4","2"
"1692","12","30","true","6","114","2"
"1694","12","30","true","6","67","6"
"1672","12","30","true","6","444","6"
"1695","12","30","true","6","45","5"
"1697","12","30","true","6","57","1"
"1678","12","30","true","6","369","1"
"1698","12","30","true","6","42","1"
"1703","12","30","true","12","15","6"
"1705","12","30","true","12","42","6"
"1699","12","30","true","6","136","8"
"1702","12","30","true","12","110","6"
"1648","12","30","true","6","1034","8"
"1704","12","30","true","12","123","1"
"1707","12","30","true","12","33","10"
"1710","12","30","true","12","21","6"
"1686","12","30","true","6","395","23"
"1713","12","30","true","12","22","3"
"1708","12","30","true","12","80","1"
"1711","12","30","true","12","51","5"
"1709","12","30","true","12","86","4"
"1714","12","30","true","12","73","4"
"1716","12","30","true","12","82","1"
"1706","12","30","true","12","218","1"
"1712","12","30","true","12","136","8"
"1720","12","30","true","12","12","3"
"1719","12","30","true","12","29","1"
"1718","12","30","true","12","43","9"
"1724","12","30","true","12","6","3"
"1725","12","30","true","12","23","3"
"1701","12","30","true","12","354","4"
"1727","12","30","true","12","20","4"
"1715","12","30","true","12","186","8"
"1722","12","30","true","12","105","4"
"1717","12","30","true","12","199","5"
"1723","12","30","true","12","117","11"
"1732","12","30","true","12","45","6"
"1700","12","30","true","6","518","2"
"1733","12","30","true","12","14","4"
"1731","12","30","true","12","66","6"
"1735","12","30","true","12","20","1"
"1726","12","30","true","12","172","2"
"1738","12","30","true","12","11","1"
"1734","12","30","true","12","62","3"
"1737","12","30","true","12","27","5"
"1736","12","30","true","12","59","1"
"1729","12","30","true","12","184","2"
"1730","12","30","true","12","151","2"
"1744","12","30","true","12","8","4"
"1740","12","30","true","12","45","9"
"1743","12","30","true","12","20","4"
"1728","12","30","true","12","129","13"
"1741","12","30","true","12","51","16"
"1746","12","30","true","12","23","13"
"1747","12","30","true","12","28","1"
"1749","12","30","true","12","17","10"
"1739","12","30","true","12","84","8"
"1750","12","30","true","12","10","2"
"1742","12","30","true","12","68","21"
"1752","12","30","true","12","21","2"
"1754","12","30","true","12","19","4"
"1753","12","30","true","12","28","3"
"1757","12","30","true","12","22","1"
"1748","12","30","true","12","101","4"
"1758","12","30","true","12","57","2"
"1760","12","30","true","12","37","6"
"1759","12","30","true","12","64","5"
"1756","12","30","true","12","132","7"
"1761","12","30","true","12","69","6"
"1745","12","30","true","12","219","3"
"1762","12","30","true","12","90","7"
"1767","12","30","true","12","6","3"
"1764","12","30","true","12","93","3"
"1763","12","30","true","12","134","3"
"1766","12","30","true","12","60","1"
"1771","12","30","true","12","27","7"
"1769","12","30","true","12","46","3"
"1772","12","30","true","12","19","5"
"1770","12","30","true","12","59","11"
"1774","12","30","true","12","14","3"
"1765","12","30","true","12","170","3"
"1768","12","30","true","12","110","12"
"1755","12","30","true","12","374","10"
"1777","12","30","true","12","46","1"
"1776","12","30","true","12","112","2"
"1781","12","30","true","12","16","4"
"1782","12","30","true","12","5","3"
"1778","12","30","true","12","125","20"
"1784","12","30","true","12","13","1"
"1779","12","30","true","12","131","1"
"1786","12","30","true","12","15","6"
"1775","12","30","true","12","220","6"
"1785","12","30","true","12","45","2"
"1751","12","30","true","12","550","6"
"1773","12","30","true","12","280","3"
"1788","12","30","true","12","43","1"
"1790","12","30","true","12","14","1"
"1792","12","30","true","12","11","1"
"1721","12","30","true","12","970","1"
"1791","12","30","true","12","37","1"
"1796","12","30","true","12","10","5"
"1783","12","30","true","12","135","5"
"1794","12","30","true","12","24","8"
"1789","12","30","true","12","83","9"
"1798","12","30","true","12","14","4"
"1795","12","30","true","12","50","1"
"1800","12","30","true","12","18","5"
"1801","12","40","true","1","22","5"
"1804","12","40","true","1","15","9"
"1805","12","40","true","1","27","19"
"1793","12","30","true","12","148","4"
"1806","12","40","true","1","27","15"
"1799","12","30","true","12","143","7"
"1809","12","40","true","1","4","1"
"1780","12","30","true","12","378","1"
"1810","12","40","true","1","12","7"
"1808","12","40","true","1","56","5"
"1813","12","40","true","1","7","6"
"1807","12","40","true","1","82","2"
"1811","12","40","true","1","32","39"
"1814","12","40","true","1","5","1"
"1817","12","40","true","1","5","1"
"1812","12","40","true","1","40","26"
"1815","12","40","true","1","44","5"
"1820","12","40","true","1","4","1"
"1797","12","30","true","12","279","5"
"1818","12","40","true","1","48","62"
"1822","12","40","true","1","3","1"
"1821","12","40","true","1","18","8"
"1825","12","40","true","1","3","2"
"1819","12","40","true","1","62","14"
"1824","12","40","true","1","10","8"
"1823","12","40","true","1","17","3"
"1826","12","40","true","1","12","10"
"1787","12","30","true","12","391","2"
"1830","12","40","true","1","18","4"
"1827","12","40","true","1","32","37"
"1802","12","40","true","1","299","1"
"1834","12","40","true","1","7","3"
"1832","12","40","true","1","23","6"
"1836","12","40","true","1","24","4"
"1829","12","40","true","1","85","6"
"1837","12","40","true","1","8","3"
"1833","12","40","true","1","64","5"
"1840","12","40","true","1","7","3"
"1838","12","40","true","1","22","15"
"1839","12","40","true","1","23","1"
"1843","12","40","true","1","10","4"
"1844","12","40","true","1","10","5"
"1831","12","40","true","1","140","10"
"1845","12","40","true","1","15","11"
"1816","12","40","true","1","253","3"
"1828","12","40","true","1","160","4"
"1841","12","40","true","1","86","2"
"1847","12","40","true","1","50","17"
"1849","12","40","true","1","47","2"
"1851","12","40","true","1","16","3"
"1850","12","40","true","1","44","4"
"1846","12","40","true","1","84","91"
"1835","12","40","true","1","194","1"
"1842","12","40","true","1","143","3"
"1848","12","40","true","1","90","16"
"1854","12","40","true","1","46","6"
"1855","12","40","true","1","27","30"
"1858","12","40","true","1","21","7"
"1853","12","40","true","1","59","3"
"1852","12","40","true","1","74","18"
"1861","12","40","true","1","18","16"
"1859","12","40","true","1","28","22"
"1865","12","40","true","1","7","3"
"1864","12","40","true","1","31","34"
"1863","12","40","true","1","48","27"
"1868","12","40","true","1","27","14"
"1860","12","40","true","1","133","2"
"1869","12","40","true","1","35","15"
"1871","12","40","true","1","13","11"
"1857","12","40","true","1","201","7"
"1873","12","40","true","1","36","1"
"1856","12","40","true","1","271","2"
"1866","12","40","true","1","218","4"
"1867","12","40","true","1","208","4"
"1877","12","40","true","1","20","13"
"1878","12","40","true","1","34","19"
"1872","12","40","true","1","171","13"
"1880","12","40","true","1","52","39"
"1874","12","40","true","1","171","3"
"1882","12","40","true","1","23","6"
"1876","12","40","true","1","148","22"
"1884","12","40","true","1","46","3"
"1881","12","40","true","1","117","1"
"1862","12","40","true","1","473","3"
"1886","12","40","true","1","7","8"
"1887","12","40","true","1","9","3"
"1879","12","40","true","1","185","3"
"1870","12","40","true","1","423","3"
"1888","12","40","true","1","31","8"
"1891","12","40","true","1","16","8"
"1883","12","40","true","1","128","8"
"1892","12","40","true","1","45","12"
"1803","12","40","true","1","972","3"
"1875","12","40","true","1","373","9"
"1893","12","40","true","1","80","2"
"1898","12","40","true","1","23","3"
"1897","12","40","true","1","40","16"
"1899","12","40","true","1","6","1"
"1900","12","40","true","1","2","1"
"1902","12","40","true","2","12","5"
"1890","12","40","true","1","157","3"
"1889","12","40","true","1","162","2"
"1905","12","40","true","2","13","4"
"1906","12","40","true","2","20","22"
"1904","12","40","true","2","45","6"
"1901","12","40","true","2","119","2"
"1909","12","40","true","2","36","16"
"1903","12","40","true","2","146","5"
"1908","12","40","true","2","113","8"
"1895","12","40","true","1","263","3"
"1894","12","40","true","1","312","1"
"1911","12","40","true","2","47","11"
"1907","12","40","true","2","186","2"
"1913","12","40","true","2","57","9"
"1910","12","40","true","2","98","6"
"1915","12","40","true","2","26","1"
"1917","12","40","true","2","13","2"
"1918","12","40","true","2","13","1"
"1920","12","40","true","2","13","4"
"1922","12","40","true","2","2","1"
"1921","12","40","true","2","23","3"
"1914","12","40","true","2","84","48"
"1923","12","40","true","2","34","21"
"1924","12","40","true","2","29","15"
"1885","12","40","true","1","517","1"
"1928","12","40","true","2","28","3"
"1925","12","40","true","2","45","5"
"1930","12","40","true","2","4","3"
"1931","12","40","true","2","7","4"
"1927","12","40","true","2","59","3"
"1919","12","40","true","2","133","1"
"1926","12","40","true","2","70","3"
"1929","12","40","true","2","34","25"
"1936","12","40","true","2","26","10"
"1932","12","40","true","2","131","1"
"1912","12","40","true","2","343","7"
"1935","12","40","true","2","160","1"
"1933","12","40","true","2","172","5"
"1937","12","40","true","2","153","8"
"1938","12","40","true","2","66","2"
"1934","12","40","true","2","209","47"
"1942","12","40","true","2","41","8"
"1940","12","40","true","2","82","6"
"1944","12","40","true","2","43","39"
"1945","12","40","true","2","33","26"
"1947","12","40","true","2","16","15"
"1946","12","40","true","2","60","2"
"1948","12","40","true","2","47","4"
"1949","12","40","true","2","26","5"
"1952","12","40","true","2","5","3"
"1939","12","40","true","2","189","1"
"1941","12","40","true","2","198","7"
"1954","12","40","true","2","27","8"
"1956","12","40","true","2","3","1"
"1950","12","40","true","2","102","1"
"1955","12","40","true","2","33","23"
"1951","12","40","true","2","103","2"
"1958","12","40","true","2","6","1"
"1953","12","40","true","2","111","1"
"1960","12","40","true","2","31","11"
"1957","12","40","true","2","66","3"
"1962","12","40","true","2","31","13"
"1965","12","40","true","2","11","4"
"1961","12","40","true","2","83","1"
"1963","12","40","true","2","51","26"
"1966","12","40","true","2","23","1"
"1968","12","40","true","2","22","10"
"1970","12","40","true","2","18","1"
"1916","12","40","true","2","693","1"
"1959","12","40","true","2","151","5"
"1964","12","40","true","2","114","1"
"1969","12","40","true","2","67","7"
"1971","12","40","true","2","50","6"
"1974","12","40","true","2","27","9"
"1972","12","40","true","2","58","23"
"1978","12","40","true","2","7","1"
"1977","12","40","true","2","40","2"
"1967","12","40","true","2","145","1"
"1981","12","40","true","2","24","7"
"1973","12","40","true","2","117","2"
"1976","12","40","true","2","89","1"
"1983","12","40","true","2","37","9"
"1984","12","40","true","2","40","1"
"1979","12","40","true","2","100","15"
"1943","12","40","true","2","507","14"
"1975","12","40","true","2","159","3"
"1986","12","40","true","2","15","6"
"1989","12","40","true","2","14","1"
"1987","12","40","true","2","22","3"
"1990","12","40","true","2","18","6"
"1985","12","40","true","2","60","12"
"1993","12","40","true","2","32","15"
"1896","12","40","true","1","1172","3"
"1988","12","40","true","2","85","1"
"1982","12","40","true","2","144","26"
"1994","12","40","true","2","42","2"
"1997","12","40","true","2","10","4"
"2000","12","40","true","2","17","5"
"1998","12","40","true","2","31","10"
"1999","12","40","true","2","35","3"
"1991","12","40","true","2","178","4"
"2003","12","40","true","3","83","1"
"2002","12","40","true","3","120","1"
"2004","12","40","true","3","58","17"
"1996","12","40","true","2","211","1"
"2006","12","40","true","3","55","30"
"2005","12","40","true","3","78","42"
"2007","12","40","true","3","44","11"
"1980","12","40","true","2","426","9"
"2011","12","40","true","3","32","10"
"2001","12","40","true","3","241","1"
"2012","12","40","true","3","50","1"
"2013","12","40","true","3","38","2"
"2015","12","40","true","3","13","2"
"2017","12","40","true","3","10","4"
"2016","12","40","true","3","29","5"
"2018","12","40","true","3","11","3"
"2009","12","40","true","3","128","18"
"2019","12","40","true","3","16","1"
"2020","12","40","true","3","19","1"
"2008","12","40","true","3","175","31"
"2023","12","40","true","3","27","3"
"1992","12","40","true","2","468","1"
"2025","12","40","true","3","21","7"
"2010","12","40","true","3","216","1"
"2026","12","40","true","3","23","8"
"2024","12","40","true","3","74","16"
"2021","12","40","true","3","93","54"
"2027","12","40","true","3","68","2"
"2030","12","40","true","3","53","28"
"2029","12","40","true","3","78","11"
"2031","12","40","true","3","88","17"
"2033","12","40","true","3","31","14"
"2034","12","40","true","3","24","3"
"2032","12","40","true","3","78","5"
"2037","12","40","true","3","25","24"
"2036","12","40","true","3","52","4"
"2039","12","40","true","3","17","6"
"2040","12","40","true","3","13","7"
"2028","12","40","true","3","193","6"
"2035","12","40","true","3","110","15"
"1995","12","40","true","2","703","1"
"2044","12","40","true","3","12","1"
"2038","12","40","true","3","86","2"
"2046","12","40","true","3","14","6"
"2042","12","40","true","3","69","25"
"2041","12","40","true","3","103","6"
"2045","12","40","true","3","53","2"
"2051","12","40","true","3","5","2"
"2047","12","40","true","3","44","7"
"2048","12","40","true","3","81","1"
"2022","12","40","true","3","380","18"
"2053","12","40","true","3","37","10"
"2043","12","40","true","3","123","14"
"2052","12","40","true","3","46","28"
"2049","12","40","true","3","70","19"
"2055","12","40","true","3","9","5"
"2059","12","40","true","3","25","11"
"2050","12","40","true","3","111","3"
"2057","12","40","true","3","50","28"
"2058","12","40","true","3","60","3"
"2056","12","40","true","3","97","1"
"2063","12","40","true","3","45","16"
"2064","12","40","true","3","36","8"
"2062","12","40","true","3","65","2"
"2067","12","40","true","3","25","15"
"2060","12","40","true","3","132","5"
"2065","12","40","true","3","39","3"
"2061","12","40","true","3","118","14"
"2070","12","40","true","3","7","3"
"2054","12","40","true","3","172","7"
"2071","12","40","true","3","33","7"
"2072","12","40","true","3","42","22"
"2075","12","40","true","3","81","2"
"2077","12","40","true","3","36","3"
"2069","12","40","true","3","182","2"
"2068","12","40","true","3","215","4"
"2079","12","40","true","3","14","5"
"2080","12","40","true","3","14","9"
"2074","12","40","true","3","185","13"
"2083","12","40","true","3","2","1"
"2076","12","40","true","3","277","9"
"2081","12","40","true","3","228","4"
"2086","12","40","true","3","25","1"
"2085","12","40","true","3","101","19"
"2014","12","40","true","3","1015","13"
"2073","12","40","true","3","479","1"
"2078","12","40","true","3","363","9"
"2084","12","40","true","3","336","4"
"2090","12","40","true","3","33","16"
"2093","12","40","true","3","29","18"
"2094","12","40","true","3","13","5"
